gene	expressed
MAST4-AS1	TRUE
PIK3R1	TRUE
SLC30A5	TRUE
CCNB1	TRUE
CENPH	TRUE
MRPS36	TRUE
CDK7	TRUE
CCDC125	TRUE
AK6	TRUE
TAF9	TRUE
RAD17	TRUE
OCLN	TRUE
BDP1	TRUE
MCCC2	TRUE
MAP1B	TRUE
MRPS27	TRUE
PTCD2	TRUE
TNPO1	TRUE
FCHO2	TRUE
LOC340090	TRUE
FOXD1	TRUE
BTF3	TRUE
ANKRA2	TRUE
UTP15	TRUE
ENC1	TRUE
HEXB	TRUE
NSA2	TRUE
GFM2	TRUE
ANKRD31	TRUE
HMGCR	TRUE
COL4A3BP	TRUE
POLK	TRUE
ANKDD1B	TRUE
LOC101929109	TRUE
IQGAP2	TRUE
F2RL2	TRUE
F2R	TRUE
S100Z	TRUE
AGGF1	TRUE
WDR41	TRUE
TBCA	TRUE
AP3B1	TRUE
SCAMP1	TRUE
SCAMP1-AS1	TRUE
LHFPL2	TRUE
JMY	TRUE
HOMER1	TRUE
PAPD4	TRUE
CTD-2201I18.1	TRUE
SERINC5	TRUE
ZFYVE16	TRUE
FAM151B	TRUE
MSH3	TRUE
DHFR	TRUE
CKMT2-AS1	TRUE
ZCCHC9	TRUE
SSBP2	TRUE
ATG10	TRUE
RPS23	TRUE
ATP6AP1L	TRUE
XRCC4	TRUE
TMEM167A	TRUE
VCAN	TRUE
COX7C	TRUE
LOC101929380	TRUE
RASA1	TRUE
CCNH	TRUE
TMEM161B	TRUE
TMEM161B-AS1	TRUE
MEF2C-AS1	TRUE
CETN3	TRUE
LOC731157	TRUE
MBLAC2	TRUE
POLR3G	TRUE
LYSMD3	TRUE
ADGRV1	TRUE
LUCAT1	TRUE
ARRDC3-AS1	TRUE
ARRDC3	TRUE
NR2F1-AS1	TRUE
NR2F1	TRUE
FAM172A	TRUE
KIAA0825	TRUE
SLF1	TRUE
TTC37	TRUE
ARSK	TRUE
GPR150	TRUE
RFESD	TRUE
RHOBTB3	TRUE
GLRX	TRUE
LOC101929710	TRUE
ELL2	TRUE
CAST	TRUE
ERAP1	TRUE
ERAP2	TRUE
LNPEP	TRUE
LIX1	TRUE
RIOK2	TRUE
CHD1	TRUE
LOC100289230	TRUE
FAM174A	TRUE
ST8SIA4	TRUE
LINC00491	TRUE
GIN1	TRUE
PPIP5K2	TRUE
C5orf30	TRUE
NUDT12	TRUE
FBXL17	TRUE
LINC01023	TRUE
FER	TRUE
PJA2	TRUE
MAN2A1	TRUE
TMEM232	TRUE
SLC25A46	TRUE
WDR36	TRUE
STARD4-AS1	TRUE
STARD4	TRUE
EPB41L4A-AS1	TRUE
LOC102467216	TRUE
APC	TRUE
SRP19	TRUE
REEP5	TRUE
DCP2	TRUE
YTHDC2	TRUE
PGGT1B	TRUE
CCDC112	TRUE
FEM1C	TRUE
LOC101927100	TRUE
TICAM2	TRUE
TMED7-TICAM2	TRUE
TMED7	TRUE
AP3S1	TRUE
ATG12	TRUE
COMMD10	TRUE
SEMA6A	TRUE
DTWD2	TRUE
DMXL1	TRUE
TNFAIP8	TRUE
HSD17B4	TRUE
PRR16	TRUE
SRFBP1	TRUE
ZNF474	TRUE
SNX2	TRUE
SNX24	TRUE
PPIC	TRUE
CEP120	TRUE
CSNK1G3	TRUE
GRAMD3	TRUE
PHAX	TRUE
LOC102723557	TRUE
LMNB1	TRUE
MARCH3	TRUE
C5orf63	TRUE
PRRC1	TRUE
LINC01184	TRUE
SLC12A2	TRUE
SLC27A6	TRUE
ISOC1	TRUE
HINT1	TRUE
LYRM7	TRUE
CDC42SE2	TRUE
RAPGEF6	TRUE
FNIP1	TRUE
MEIKIN	TRUE
ACSL6	TRUE
CSF2	TRUE
P4HA2-AS1	TRUE
P4HA2	TRUE
PDLIM4	TRUE
SLC22A4	TRUE
SLC22A5	TRUE
LOC553103	TRUE
C5orf56	TRUE
IRF1	TRUE
RAD50	TRUE
TH2LCRR	TRUE
IL13	TRUE
IL4	TRUE
KIF3A	TRUE
SEPT8	TRUE
SHROOM1	TRUE
GDF9	TRUE
UQCRQ	TRUE
AFF4	TRUE
ZCCHC10	TRUE
HSPA4	TRUE
LOC105379183	TRUE
C5orf15	TRUE
VDAC1	TRUE
TCF7	TRUE
SKP1	TRUE
PPP2CA	TRUE
CDKL3	TRUE
UBE2B	TRUE
CDKN2AIPNL	TRUE
LINC01843	TRUE
JADE2	TRUE
SAR1B	TRUE
SEC24A	TRUE
CAMLG	TRUE
DDX46	TRUE
C5orf24	TRUE
TXNDC15	TRUE
PCBD2	TRUE
C5orf66	TRUE
PITX1	TRUE
H2AFY	TRUE
SLC25A48	TRUE
TGFBI	TRUE
SMAD5	TRUE
SMAD5-AS1	TRUE
TRPC7	TRUE
KLHL3	TRUE
HNRNPA0	TRUE
PKD2L2	TRUE
LOC100130172	TRUE
FAM13B	TRUE
BRD8	TRUE
KIF20A	TRUE
CDC23	TRUE
GFRA3	TRUE
CDC25C	TRUE
FAM53C	TRUE
KDM3B	TRUE
REEP2	TRUE
EGR1	TRUE
ETF1	TRUE
HSPA9	TRUE
LOC105379194	TRUE
CTNNA1	TRUE
LRRTM2	TRUE
SIL1	TRUE
SNHG4	TRUE
MATR3	TRUE
PAIP2	TRUE
SLC23A1	TRUE
SPATA24	TRUE
DNAJC18	TRUE
TMEM173	TRUE
UBE2D2	TRUE
CXXC5	TRUE
PSD2-AS1	TRUE
LINC01024	TRUE
PURA	TRUE
LOC101929719	TRUE
CYSTM1	TRUE
PFDN1	TRUE
HBEGF	TRUE
ANKHD1	TRUE
ANKHD1-EIF4EBP3	TRUE
EIF4EBP3	TRUE
SRA1	TRUE
SLC35A4	TRUE
APBB3	TRUE
TMCO6	TRUE
NDUFA2	TRUE
IK	TRUE
WDR55	TRUE
HARS2	TRUE
HARS	TRUE
ZMAT2	TRUE
PCDHA5	TRUE
PCDHA8	TRUE
PCDHB4	TRUE
PCDHB9	TRUE
PCDHB10	TRUE
PCDHB12	TRUE
PCDHB19P	TRUE
PCDHB15	TRUE
TAF7	TRUE
PCDHGA2	TRUE
PCDHGA3	TRUE
PCDHGB1	TRUE
PCDHGB2	TRUE
PCDHGB3	TRUE
PCDHGA6	TRUE
PCDHGA9	TRUE
PCDHGA10	TRUE
PCDHGC4	TRUE
PCDHGC5	TRUE
LOC100505658	TRUE
DIAPH1	TRUE
HDAC3	TRUE
RELL2	TRUE
FCHSD1	TRUE
ARAP3	TRUE
PCDH1	TRUE
KIAA0141	TRUE
RNF14	TRUE
GNPDA1	TRUE
NDFIP1	TRUE
SPRY4-IT1	TRUE
SPRY4	TRUE
LOC101926941	TRUE
ARHGAP26	TRUE
NR3C1	TRUE
YIPF5	TRUE
KCTD16	TRUE
PRELID2	TRUE
GRXCR2	TRUE
SH3RF2	TRUE
LARS	TRUE
RBM27	TRUE
TCERG1	TRUE
GPR151	TRUE
JAKMIP2	TRUE
LOC102546294	TRUE
FBXO38	TRUE
ADRB2	TRUE
SH3TC2	TRUE
LOC255187	TRUE
ABLIM3	TRUE
GRPEL2	TRUE
GRPEL2-AS1	TRUE
PCYOX1L	TRUE
CSNK1A1	TRUE
PPARGC1B	TRUE
LOC644762	TRUE
SLC26A2	TRUE
HMGXB3	TRUE
TIGD6	TRUE
CSF1R	TRUE
PDGFRB	TRUE
CAMK2A	TRUE
TCOF1	TRUE
CD74	TRUE
RPS14	TRUE
NDST1-AS1	TRUE
SYNPO	TRUE
MYOZ3	TRUE
RBM22	TRUE
DCTN4	TRUE
SMIM3	TRUE
ZNF300	TRUE
ZNF300P1	TRUE
GPX3	TRUE
TNIP1	TRUE
ANXA6	TRUE
CCDC69	TRUE
GM2A	TRUE
SLC36A1	TRUE
FAT2	TRUE
SPARC	TRUE
ATOX1	TRUE
G3BP1	TRUE
LOC100652758	TRUE
FAM114A2	TRUE
MFAP3	TRUE
GALNT10	TRUE
SAP30L-AS1	TRUE
SAP30L	TRUE
LARP1	TRUE
FAXDC2	TRUE
CNOT8	TRUE
GEMIN5	TRUE
MRPL22	TRUE
MED7	TRUE
CYFIP2	TRUE
ADAM19	TRUE
THG1L	TRUE
LSM11	TRUE
CLINT1	TRUE
EBF1	TRUE
LINC02202	TRUE
RNF145	TRUE
UBLCP1	TRUE
TTC1	TRUE
PWWP2A	TRUE
ZBED8	TRUE
SLU7	TRUE
PTTG1	TRUE
GABRG2	TRUE
CCNG1	TRUE
NUDCD2	TRUE
HMMR	TRUE
MAT2B	TRUE
RARS	TRUE
PANK3	TRUE
LOC101927969	TRUE
SPDL1	TRUE
DOCK2	TRUE
FOXI1	TRUE
C5orf58	TRUE
LCP2	TRUE
LINC01366	TRUE
LOC105377716	TRUE
NPM1	TRUE
FBXW11	TRUE
STK10	TRUE
UBTD2	TRUE
SH3PXD2B	TRUE
DUSP1	TRUE
ERGIC1	TRUE
LOC100268168	TRUE
RPL26L1	TRUE
ATP6V0E1	TRUE
CREBRF	TRUE
BNIP1	TRUE
STC2	TRUE
BOD1	TRUE
LINC01484	TRUE
CPEB4	TRUE
SFXN1	TRUE
CPLX2	TRUE
THOC3	TRUE
KIAA1191	TRUE
HIGD2A	TRUE
NOP16	TRUE
CLTB	TRUE
FAF2	TRUE
RNF44	TRUE
GPRIN1	TRUE
SNCB	TRUE
EIF4E1B	TRUE
TSPAN17	TRUE
HK3	TRUE
UIMC1	TRUE
ZNF346	TRUE
FGFR4	TRUE
NSD1	TRUE
RAB24	TRUE
PRELID1	TRUE
MXD3	TRUE
LMAN2	TRUE
RGS14	TRUE
GRK6	TRUE
PRR7	TRUE
PRR7-AS1	TRUE
DBN1	TRUE
PDLIM7	TRUE
DOK3	TRUE
DDX41	TRUE
FAM193B	TRUE
TMED9	TRUE
B4GALT7	TRUE
N4BP3	TRUE
RMND5B	TRUE
NHP2	TRUE
HNRNPAB	TRUE
PHYKPL	TRUE
COL23A1	TRUE
CLK4	TRUE
ZNF354A	TRUE
ZNF354B	TRUE
ZNF879	TRUE
HNRNPH1	TRUE
LOC105377763	TRUE
CBY3	TRUE
CANX	TRUE
MAML1	TRUE
MGAT4B	TRUE
SQSTM1	TRUE
MRNIP	TRUE
LOC100996419	TRUE
TBC1D9B	TRUE
RNF130	TRUE
RASGEF1C	TRUE
MAPK9	TRUE
GFPT2	TRUE
CNOT6	TRUE
MGAT1	TRUE
LINC00847	TRUE
HEIH	TRUE
ZFP62	TRUE
LINC01962	TRUE
TRIM7	TRUE
TRIM41	TRUE
RACK1	TRUE
CTC-338M12.4	TRUE
TRIM52	TRUE
TRIM52-AS1	TRUE
LINC00350	TRUE
MPHOSPH8	TRUE
PSPC1	TRUE
ZMYM5	TRUE
ZMYM2	TRUE
CRYL1	TRUE
IFT88	TRUE
IL17D	TRUE
EEF1AKMT1	TRUE
XPO4	TRUE
LATS2	TRUE
SAP18	TRUE
MRPL57	TRUE
SKA3	TRUE
MIPEPP3	TRUE
ZDHHC20	TRUE
MICU2	TRUE
TNFRSF19	TRUE
PCOTH	TRUE
MIPEP	TRUE
PARP4	TRUE
CENPJ	TRUE
MTMR6	TRUE
NUP58	TRUE
ATP8A2	TRUE
RNF6	TRUE
CDK8	TRUE
USP12-AS1	TRUE
USP12	TRUE
USP12-AS2	TRUE
RPL21	TRUE
RPL21P28	TRUE
RASL11A	TRUE
GTF3A	TRUE
MTIF3	TRUE
LNX2	TRUE
POLR1D	TRUE
PAN3	TRUE
PAN3-AS1	TRUE
POMP	TRUE
SLC46A3	TRUE
SLC7A1	TRUE
UBL3	TRUE
KATNAL1	TRUE
LINC01058	TRUE
HMGB1	TRUE
USPL1	TRUE
LINC00398	TRUE
HSPH1	TRUE
B3GLCT	TRUE
FRY-AS1	TRUE
BRCA2	TRUE
N4BP2L2	TRUE
PDS5B	TRUE
RFC3	TRUE
SOHLH2	TRUE
CCDC169-SOHLH2	TRUE
CCDC169	TRUE
SPG20-AS1	TRUE
SPG20	TRUE
RFXAP	TRUE
SMAD9	TRUE
ALG5	TRUE
EXOSC8	TRUE
SUPT20H	TRUE
TRPC4	TRUE
UFM1	TRUE
PROSER1	TRUE
NHLRC3	TRUE
COG6	TRUE
LINC00332	TRUE
FOXO1	TRUE
MRPS31	TRUE
SLC25A15	TRUE
TPTE2P5	TRUE
SUGT1P3	TRUE
ELF1	TRUE
WBP4	TRUE
KBTBD6	TRUE
LOC101929140	TRUE
KBTBD7	TRUE
MTRF1	TRUE
NAA16	TRUE
RGCC	TRUE
VWA8	TRUE
VWA8-AS1	TRUE
AKAP11	TRUE
EPSTI1	TRUE
SMIM2-AS1	TRUE
TSC22D1	TRUE
NUFIP1	TRUE
GPALPP1	TRUE
GTF2F2	TRUE
TPT1	TRUE
TPT1-AS1	TRUE
SLC25A30-AS1	TRUE
SLC25A30	TRUE
COG3	TRUE
ZC3H13	TRUE
CPB2-AS1	TRUE
LCP1	TRUE
LRRC63	TRUE
LINC00563	TRUE
LRCH1	TRUE
ESD	TRUE
SUCLA2	TRUE
NUDT15	TRUE
MED4-AS1	TRUE
MED4	TRUE
ITM2B	TRUE
LINC00441	TRUE
RB1	TRUE
RCBTB2	TRUE
FNDC3A	TRUE
MLNR	TRUE
LOC105370203	TRUE
CDADC1	TRUE
CAB39L	TRUE
SETDB2	TRUE
SETDB2-PHF11	TRUE
PHF11	TRUE
RCBTB1	TRUE
ARL11	TRUE
EBPL	TRUE
KPNA3	TRUE
SPRYD7	TRUE
TRIM13	TRUE
KCNRG	TRUE
DLEU1	TRUE
DLEU2	TRUE
DLEU1-AS1	TRUE
RNASEH2B	TRUE
RNASEH2B-AS1	TRUE
FAM124A	TRUE
INTS6	TRUE
INTS6-AS1	TRUE
WDFY2	TRUE
DHRS12	TRUE
LINC00282	TRUE
CCDC70	TRUE
ATP7B	TRUE
ALG11	TRUE
LOC101929657	TRUE
NEK5	TRUE
NEK3	TRUE
MRPS31P5	TRUE
VPS36	TRUE
CKAP2	TRUE
HNRNPA1L2	TRUE
SUGT1	TRUE
LINC01065	TRUE
DIAPH3	TRUE
LINC00434	TRUE
TDRD3	TRUE
LINC00355	TRUE
PCDH9	TRUE
LINC00383	TRUE
DACH1	TRUE
BORA	TRUE
MZT1	TRUE
PIBF1	TRUE
DIS3	TRUE
KLF5	TRUE
TBC1D4	TRUE
COMMD6	TRUE
UCHL3	TRUE
LMO7-AS1	TRUE
LMO7DN-IT1	TRUE
KCTD12	TRUE
CLN5	TRUE
FBXL3	TRUE
MYCBP2	TRUE
POU4F1	TRUE
RNF219	TRUE
RBM26	TRUE
RBM26-AS1	TRUE
NDFIP2	TRUE
NDFIP2-AS1	TRUE
SPRY2	TRUE
LINC00559	TRUE
LINC00410	TRUE
MIR17HG	TRUE
GPC5	TRUE
GPC5-AS2	TRUE
GPC6	TRUE
DCT	TRUE
TGDS	TRUE
GPR180	TRUE
SOX21	TRUE
SOX21-AS1	TRUE
ABCC4	TRUE
DNAJC3-AS1	TRUE
DNAJC3	TRUE
UGGT2	TRUE
LINC00359	TRUE
MBNL2	TRUE
RAP2A	TRUE
STK24	TRUE
DOCK9	TRUE
DOCK9-AS2	TRUE
UBAC2-AS1	TRUE
UBAC2	TRUE
GPR183	TRUE
LINC01232	TRUE
LINC00449	TRUE
TM9SF2	TRUE
CLYBL	TRUE
ZIC5	TRUE
ZIC2	TRUE
LOC105370333	TRUE
PCCA	TRUE
TMTC4	TRUE
FGF14-AS1	TRUE
FGF14-IT1	TRUE
FGF14-AS2	TRUE
TPP2	TRUE
TEX30	TRUE
BIVM	TRUE
KDELC1	TRUE
ERCC5	TRUE
EFNB2	TRUE
ARGLU1	TRUE
FAM155A	TRUE
LIG4	TRUE
ABHD13	TRUE
TNFSF13B	TRUE
MYO16	TRUE
IRS2	TRUE
COL4A2-AS1	TRUE
RAB20	TRUE
NAXD	TRUE
CARS2	TRUE
ING1	TRUE
LINC00346	TRUE
ANKRD10	TRUE
LINC00431	TRUE
LINC00368	TRUE
ARHGEF7-AS2	TRUE
LOC101060553	TRUE
TUBGCP3	TRUE
ATP11A	TRUE
CUL4A	TRUE
PCID2	TRUE
LAMP1	TRUE
GRTP1-AS1	TRUE
GRTP1	TRUE
DCUN1D2	TRUE
TMCO3	TRUE
TFDP1	TRUE
GAS6-AS1	TRUE
GAS6	TRUE
GAS6-AS2	TRUE
LINC00454	TRUE
RASA3	TRUE
CDC16	TRUE
UPF3A	TRUE
CHAMP1	TRUE
SH3YL1	TRUE
ACP1	TRUE
LOC105373352	TRUE
TMEM18	TRUE
SNTG2	TRUE
TPO	TRUE
TSSC1	TRUE
TRAPPC12	TRUE
ADI1	TRUE
RNASEH1	TRUE
RNASEH1-AS1	TRUE
RPS7	TRUE
COLEC11	TRUE
NRIR	TRUE
CMPK2	TRUE
RSAD2	TRUE
RNF144A	TRUE
RNF144A-AS1	TRUE
LINC00299	TRUE
LINC01814	TRUE
ID2-AS1	TRUE
ID2	TRUE
KIDINS220	TRUE
MBOAT2	TRUE
ASAP2	TRUE
CPSF3	TRUE
ITGB1BP1	TRUE
ADAM17	TRUE
YWHAQ	TRUE
TAF1B	TRUE
GRHL1	TRUE
LOC101929882	TRUE
KLF11	TRUE
CYS1	TRUE
RRM2	TRUE
HPCAL1	TRUE
ODC1	TRUE
LOC101929715	TRUE
NOL10	TRUE
RN7SL832P	TRUE
PDIA6	TRUE
FLJ33534	TRUE
C2orf50	TRUE
PQLC3	TRUE
ROCK2	TRUE
LINC00570	TRUE
E2F6	TRUE
MIR3681HG	TRUE
TRIB2	TRUE
LOC100506474	TRUE
FAM84A	TRUE
NBAS	TRUE
DDX1	TRUE
LINC01804	TRUE
RAD51AP2	TRUE
SMC6	TRUE
GEN1	TRUE
RDH14	TRUE
OSR1	TRUE
TTC32	TRUE
WDR35	TRUE
LOC101928222	TRUE
MATN3	TRUE
LAPTM4A	TRUE
SDC1	TRUE
PUM2	TRUE
HS1BP3-IT1	TRUE
HS1BP3	TRUE
GDF7	TRUE
LDAH	TRUE
TDRD15	TRUE
ATAD2B	TRUE
UBXN2A	TRUE
MFSD2B	TRUE
WDCP	TRUE
FKBP1B	TRUE
SF3B6	TRUE
FAM228B	TRUE
TP53I3	TRUE
PFN4	TRUE
ITSN2	TRUE
CENPO	TRUE
PTRHD1	TRUE
ADCY3	TRUE
DNAJC27	TRUE
DNAJC27-AS1	TRUE
DNMT3A	TRUE
ASXL2	TRUE
KIF3C	TRUE
RAB10	TRUE
GAREM2	TRUE
HADHA	TRUE
HADHB	TRUE
SELENOI	TRUE
ADGRF3	TRUE
KCNK3	TRUE
SLC35F6	TRUE
CENPA	TRUE
MAPRE3	TRUE
TMEM214	TRUE
AGBL5-AS1	TRUE
AGBL5	TRUE
OST4	TRUE
EMILIN1	TRUE
KHK	TRUE
ABHD1	TRUE
PREB	TRUE
SLC5A6	TRUE
ATRAID	TRUE
CAD	TRUE
TRIM54	TRUE
UCN	TRUE
MPV17	TRUE
GTF3C2	TRUE
EIF2B4	TRUE
SNX17	TRUE
ZNF513	TRUE
PPM1G	TRUE
NRBP1	TRUE
KRTCAP3	TRUE
IFT172	TRUE
FNDC4	TRUE
GCKR	TRUE
ZNF512	TRUE
GPN1	TRUE
CCDC121	TRUE
SLC4A1AP	TRUE
SUPT7L	TRUE
MRPL33	TRUE
RBKS	TRUE
BRE	TRUE
BRE-AS1	TRUE
FOSL2	TRUE
PPP1CB	TRUE
TRMT61B	TRUE
WDR43	TRUE
YPEL5	TRUE
LBH	TRUE
LCLAT1	TRUE
CAPN13	TRUE
MEMO1	TRUE
DPY30	TRUE
SPAST	TRUE
SLC30A6	TRUE
YIPF4	TRUE
BIRC6	TRUE
TTC27	TRUE
LINC00486	TRUE
LOC100271832	TRUE
LTBP1	TRUE
FAM98A	TRUE
FEZ2	TRUE
STRN	TRUE
HEATR5B	TRUE
GPATCH11	TRUE
EIF2AK2	TRUE
CEBPZOS	TRUE
CEBPZ	TRUE
NDUFAF7	TRUE
CDC42EP3	TRUE
LINC00211	TRUE
ATL2	TRUE
LOC101929596	TRUE
HNRNPLL	TRUE
GALM	TRUE
SRSF7	TRUE
GEMIN6	TRUE
DHX57	TRUE
MORN2	TRUE
SOS1	TRUE
CDKL4	TRUE
MAP4K3	TRUE
LOC728730	TRUE
THUMPD2	TRUE
LINC01914	TRUE
PKDCC	TRUE
EML4	TRUE
LOC102723824	TRUE
COX7A2L	TRUE
MTA3	TRUE
LINC01819	TRUE
ZFP36L2	TRUE
LINC01126	TRUE
THADA	TRUE
PLEKHH2	TRUE
C1GALT1C1L	TRUE
DYNC2LI1	TRUE
ABCG5	TRUE
ABCG8	TRUE
LRPPRC	TRUE
PPM1B	TRUE
PREPL	TRUE
CAMKMT	TRUE
SRBD1	TRUE
EPAS1	TRUE
LOC101805491	TRUE
ATP6V1E2	TRUE
RHOQ	TRUE
PIGF	TRUE
CRIPT	TRUE
SOCS5	TRUE
MCFD2	TRUE
TTC7A	TRUE
C2orf61	TRUE
CALM2	TRUE
LOC101927043	TRUE
EPCAM	TRUE
MSH2	TRUE
MSH6	TRUE
FBXO11	TRUE
FOXN2	TRUE
PPP1R21	TRUE
STON1	TRUE
STON1-GTF2A1L	TRUE
CHAC2	TRUE
ERLEC1	TRUE
ASB3	TRUE
PSME4	TRUE
ACYP2	TRUE
TSPYL6	TRUE
C2orf73	TRUE
RTN4	TRUE
CLHC1	TRUE
RPS27A	TRUE
MIR4426	TRUE
MTIF2	TRUE
PRORSD1P	TRUE
CCDC88A	TRUE
CFAP36	TRUE
PPP4R3B	TRUE
PNPT1	TRUE
LOC100129434	TRUE
VRK2	TRUE
FANCL	TRUE
LINC01122	TRUE
PAPOLG	TRUE
LINC01185	TRUE
REL	TRUE
PEX13	TRUE
PUS10	TRUE
KIAA1841	TRUE
AHSA2	TRUE
USP34	TRUE
XPO1	TRUE
FAM161A	TRUE
CCT4	TRUE
COMMD1	TRUE
B3GNT2	TRUE
TMEM17	TRUE
EHBP1	TRUE
LOC100132215	TRUE
OTX1	TRUE
MDH1	TRUE
UGP2	TRUE
VPS54	TRUE
PELI1	TRUE
LOC100507006	TRUE
LOC101927402	TRUE
AFTPH	TRUE
LOC339807	TRUE
SERTAD2	TRUE
LINC01800	TRUE
SLC1A4	TRUE
CEP68	TRUE
RAB1A	TRUE
ACTR2	TRUE
SPRED2	TRUE
MEIS1-AS3	TRUE
MEIS1	TRUE
LINC01798	TRUE
LINC01829	TRUE
ETAA1	TRUE
C1D	TRUE
WDR92	TRUE
PNO1	TRUE
PPP3R1	TRUE
CNRIP1	TRUE
FBXO48	TRUE
APLF	TRUE
PROKR1	TRUE
ARHGAP25	TRUE
BMP10	TRUE
ANTXR1	TRUE
GFPT1	TRUE
NFU1	TRUE
AAK1	TRUE
ANXA4	TRUE
GMCL1	TRUE
SNRNP27	TRUE
MXD1	TRUE
ASPRV1	TRUE
PCBP1-AS1	TRUE
PCBP1	TRUE
LINC01816	TRUE
C2orf42	TRUE
TIA1	TRUE
PCYOX1	TRUE
SNRPG	TRUE
FAM136A	TRUE
ADD2	TRUE
LINC01143	TRUE
VAX2	TRUE
ATP6V1B1-AS1	TRUE
ANKRD53	TRUE
TEX261	TRUE
NAGK	TRUE
MCEE	TRUE
MPHOSPH10	TRUE
PAIP2B	TRUE
ZNF638	TRUE
DYSF	TRUE
EXOC6B	TRUE
SPR	TRUE
SFXN5	TRUE
RAB11FIP5	TRUE
SMYD5	TRUE
PRADC1	TRUE
CCT7	TRUE
ALMS1	TRUE
NAT8B	TRUE
TPRKB	TRUE
DUSP11	TRUE
STAMBP	TRUE
ACTG2	TRUE
DGUOK	TRUE
DGUOK-AS1	TRUE
TET3	TRUE
BOLA3	TRUE
BOLA3-AS1	TRUE
MOB1A	TRUE
MTHFD2	TRUE
DCTN1	TRUE
RTKN	TRUE
INO80B-WBP1	TRUE
INO80B	TRUE
WBP1	TRUE
MOGS	TRUE
MRPL53	TRUE
TTC31	TRUE
CCDC142	TRUE
LBX2-AS1	TRUE
LBX2	TRUE
PCGF1	TRUE
DQX1	TRUE
HTRA2	TRUE
AUP1	TRUE
LOXL3	TRUE
DOK1	TRUE
SEMA4F	TRUE
HK2	TRUE
POLE4	TRUE
TACR1	TRUE
LOC101927884	TRUE
EVA1A	TRUE
MRPL19	TRUE
GCFC2	TRUE
SUCLG1	TRUE
DNAH6	TRUE
TRABD2A	TRUE
TMSB10	TRUE
KCMF1	TRUE
TGOLN2	TRUE
RETSAT	TRUE
ELMOD3	TRUE
CAPG	TRUE
SH2D6	TRUE
PARTICL	TRUE
MAT2A	TRUE
GGCX	TRUE
VAMP8	TRUE
VAMP5	TRUE
RNF181	TRUE
TMEM150A	TRUE
C2orf68	TRUE
USP39	TRUE
ATOH8	TRUE
ST3GAL5	TRUE
ST3GAL5-AS1	TRUE
POLR1A	TRUE
PTCD3	TRUE
IMMT	TRUE
MRPL35	TRUE
KDM3A	TRUE
CHMP3	TRUE
RNF103	TRUE
CYTOR	TRUE
KRCC1	TRUE
SMYD1	TRUE
LOC101928371	TRUE
EIF2AK3	TRUE
LOC101928403	TRUE
RPIA	TRUE
LOC442028	TRUE
MRPS5	TRUE
ZNF514	TRUE
ZNF2	TRUE
FAHD2A	TRUE
FAHD2CP	TRUE
ADRA2B	TRUE
STARD7-AS1	TRUE
STARD7	TRUE
TMEM127	TRUE
CIAO1	TRUE
SNRNP200	TRUE
ITPRIPL1	TRUE
NCAPH	TRUE
LOC105373496	TRUE
ARID5A	TRUE
KANSL3	TRUE
FER1L5	TRUE
LMAN2L	TRUE
CNNM4	TRUE
CNNM3	TRUE
ANKRD23	TRUE
ANKRD39	TRUE
SEMA4C	TRUE
FAM178B	TRUE
LOC101927053	TRUE
ANKRD36	TRUE
ANKRD36B	TRUE
COX5B	TRUE
ACTR1B	TRUE
LINC01125	TRUE
ZAP70	TRUE
TMEM131	TRUE
INPP4A	TRUE
COA5	TRUE
UNC50	TRUE
MGAT4A	TRUE
LOC101927070	TRUE
C2orf15	TRUE
LIPT1	TRUE
TSGA10	TRUE
MITD1	TRUE
MRPL30	TRUE
TXNDC9	TRUE
EIF5B	TRUE
REV1	TRUE
LINC01104	TRUE
LONRF2	TRUE
CHST10	TRUE
PDCL3	TRUE
RPL31	TRUE
TBC1D8	TRUE
TBC1D8-AS1	TRUE
CNOT11	TRUE
RNF149	TRUE
RFX8	TRUE
MAP4K4	TRUE
IL1RL1	TRUE
IL18R1	TRUE
IL18RAP	TRUE
SLC9A2	TRUE
MFSD9	TRUE
TMEM182	TRUE
LINC01796	TRUE
MRPS9	TRUE
LOC102724691	TRUE
TGFBRAP1	TRUE
C2orf49	TRUE
FHL2	TRUE
NCK2	TRUE
UXS1	TRUE
SULT1C2	TRUE
SULT1C4	TRUE
GCC2	TRUE
GCC2-AS1	TRUE
LIMS1	TRUE
RANBP2	TRUE
CCDC138	TRUE
EDAR	TRUE
NPHP1	TRUE
BUB1	TRUE
ACOXL	TRUE
BCL2L11	TRUE
MIR4435-2HG	TRUE
ANAPC1	TRUE
MERTK	TRUE
TMEM87B	TRUE
ZC3H8	TRUE
ZC3H6	TRUE
TTL	TRUE
POLR1B	TRUE
LOC105373562	TRUE
CHCHD5	TRUE
FLJ42351	TRUE
SLC20A1	TRUE
CKAP2L	TRUE
IL36A	TRUE
PSD4	TRUE
PAX8-AS1	TRUE
WASH2P	TRUE
DDX11L2	TRUE
SLC35F5	TRUE
ACTR3	TRUE
LOC101060091	TRUE
DDX18	TRUE
CCDC93	TRUE
INSIG2	TRUE
EN1	TRUE
MARCO	TRUE
STEAP3	TRUE
C2orf76	TRUE
DBI	TRUE
TMEM37	TRUE
CFAP221	TRUE
TMEM177	TRUE
PTPN4	TRUE
EPB41L5	TRUE
TMEM185B	TRUE
RALB	TRUE
TFCP2L1	TRUE
