gene	expressed
SPIN4	TRUE
LINC01278	TRUE
AMER1	TRUE
MTMR8	TRUE
ZC3H12B	TRUE
LAS1L	TRUE
MSN	TRUE
HEPH	TRUE
OPHN1	TRUE
YIPF6	TRUE
STARD8	TRUE
PJA1	TRUE
IGBP1	TRUE
DGAT2L6	TRUE
PDZD11	TRUE
KIF4A	TRUE
DLG3-AS1	TRUE
TEX11	TRUE
SNX12	TRUE
FOXO4	TRUE
CXorf65	TRUE
IL2RG	TRUE
MED12	TRUE
ZMYM3	TRUE
NONO	TRUE
ITGB1BP2	TRUE
TAF1	TRUE
OGT	TRUE
GCNA	TRUE
LOC100129291	TRUE
LOC101059915	TRUE
PIN4	TRUE
ERCC6L	TRUE
RPS4X	TRUE
HDAC8	TRUE
PHKA1	TRUE
MAP2K4P1	TRUE
CHIC1	TRUE
XIST	TRUE
JPX	TRUE
FTX	TRUE
ZCCHC13	TRUE
RLIM	TRUE
ABCB7	TRUE
UPRT	TRUE
PBDC1	TRUE
ATRX	TRUE
MAGT1	TRUE
COX7B	TRUE
ATP7A	TRUE
PGK1	TRUE
TAF9B	TRUE
ITM2A	TRUE
CHMP1B2P	TRUE
BRWD3	TRUE
SH3BGRL	TRUE
HMGN5	TRUE
APOOL	TRUE
ZNF711	TRUE
CHM	TRUE
KLHL4	TRUE
SYTL4	TRUE
CSTF2	TRUE
ARL13A	TRUE
TRMT2B	TRUE
TIMM8A	TRUE
BTK	TRUE
RPL36A	TRUE
RPL36A-HNRNPH2	TRUE
GLA	TRUE
HNRNPH2	TRUE
ARMCX1	TRUE
ARMCX6	TRUE
ARMCX3	TRUE
ZMAT1	TRUE
BEX5	TRUE
ARMCX5-GPRASP2	TRUE
ARMCX5	TRUE
GPRASP2	TRUE
BHLHB9	TRUE
LINC00630	TRUE
BEX4	TRUE
TCEAL8	TRUE
BEX2	TRUE
TCEAL7	TRUE
TCEAL9	TRUE
LOC105373300	TRUE
TCEAL4	TRUE
TCEAL1	TRUE
MORF4L2	TRUE
MORF4L2-AS1	TRUE
SLC25A53	TRUE
FAM199X	TRUE
CXorf57	TRUE
TBC1D8B	TRUE
RBM41	TRUE
NUP62CL	TRUE
PIH1D3	TRUE
PRPS1	TRUE
TSC22D3	TRUE
PSMD10	TRUE
ATG4A	TRUE
COL4A5	TRUE
ACSL4	TRUE
TMEM164	TRUE
AMMECR1	TRUE
RGAG1	TRUE
ALG13	TRUE
AMOT	TRUE
LUZP4	TRUE
KLHL13	TRUE
WDR44	TRUE
DOCK11	TRUE
IL13RA1	TRUE
ZCCHC12	TRUE
LINC01285	TRUE
LONRF3	TRUE
PGRMC1	TRUE
SLC25A43	TRUE
SLC25A5	TRUE
SLC25A5-AS1	TRUE
CXorf56	TRUE
UBE2A	TRUE
NKRF	TRUE
SEPT6	TRUE
SOWAHD	TRUE
RPL39	TRUE
UPF3B	TRUE
NDUFA1	TRUE
RNF113A	TRUE
NKAP	TRUE
NKAPP1	TRUE
ZBTB33	TRUE
LAMP2	TRUE
CUL4B	TRUE
MCTS1	TRUE
C1GALT1C1	TRUE
GLUD2	TRUE
THOC2	TRUE
XIAP	TRUE
LOC101928402	TRUE
STAG2	TRUE
SH2D1A	TRUE
OCRL	TRUE
APLN	TRUE
ZDHHC9	TRUE
UTP14A	TRUE
ELF4	TRUE
AIFM1	TRUE
ZNF280C	TRUE
SLC25A14	TRUE
RBMX2	TRUE
LOC105373338	TRUE
ENOX2	TRUE
IGSF1	TRUE
FIRRE	TRUE
STK26	TRUE
RAP2C-AS1	TRUE
RAP2C	TRUE
PHF6	TRUE
HPRT1	TRUE
LINC00629	TRUE
FAM122B	TRUE
FAM122C	TRUE
MOSPD1	TRUE
LINC02243	TRUE
SMIM10	TRUE
FAM127A	TRUE
FAM127B	TRUE
SMIM10L2B	TRUE
CT55	TRUE
ZNF75D	TRUE
ZNF449	TRUE
SMIM10L2A	TRUE
INTS6L	TRUE
DDX26B-AS1	TRUE
SAGE1	TRUE
MMGT1	TRUE
SLC9A6	TRUE
MAP7D3	TRUE
HTATSF1	TRUE
ARHGEF6	TRUE
RBMX	TRUE
FGF13	TRUE
ATP11C	TRUE
MAGEC1	TRUE
MAGEC2	TRUE
FMR1-AS1	TRUE
FMR1	TRUE
FMR1NB	TRUE
IDS	TRUE
LINC00893	TRUE
MAGEA8	TRUE
CXorf40B	TRUE
LINC00894	TRUE
MTM1	TRUE
MTMR1	TRUE
CD99L2	TRUE
HMGB3	TRUE
VMA21	TRUE
PASD1	TRUE
GABRE	TRUE
GABRA3	TRUE
GABRQ	TRUE
CSAG1	TRUE
MAGEA12	TRUE
CSAG4	TRUE
CETN2	TRUE
NSDHL	TRUE
MAGEA1	TRUE
ZNF275	TRUE
HAUS7	TRUE
FAM58A	TRUE
LOC105373383	TRUE
PNCK	TRUE
SLC6A8	TRUE
BCAP31	TRUE
ABCD1	TRUE
PLXNB3	TRUE
SRPK3	TRUE
SSR4	TRUE
IDH3G	TRUE
L1CAM	TRUE
ARHGAP4	TRUE
NAA10	TRUE
RENBP	TRUE
HCFC1-AS1	TRUE
HCFC1	TRUE
TMEM187	TRUE
IRAK1	TRUE
MECP2	TRUE
FLNA	TRUE
EMD	TRUE
RPL10	TRUE
TAZ	TRUE
DNASE1L1	TRUE
CH17-340M24.3	TRUE
ATP6AP1	TRUE
GDI1	TRUE
FAM50A	TRUE
PLXNA3	TRUE
LAGE3	TRUE
UBL4A	TRUE
SLC10A3	TRUE
FAM3A	TRUE
G6PD	TRUE
IKBKG	TRUE
GAB3	TRUE
DKC1	TRUE
MPP1	TRUE
SMIM9	TRUE
F8	TRUE
FUNDC2	TRUE
CMC4	TRUE
MTCP1	TRUE
BRCC3	TRUE
VBP1	TRUE
CLIC2	TRUE
TMLHE	TRUE
SPRY3	TRUE
VAMP7	TRUE
IL9R	TRUE
C9orf66	TRUE
DOCK8	TRUE
KANK1	TRUE
DMRT2	TRUE
SMARCA2	TRUE
PUM3	TRUE
RFX3	TRUE
PLPP6	TRUE
CDC37L1-AS1	TRUE
CDC37L1	TRUE
AK3	TRUE
RCL1	TRUE
JAK2	TRUE
PLGRKT	TRUE
CD274	TRUE
RIC1	TRUE
ERMP1	TRUE
KIAA2026	TRUE
RANBP6	TRUE
UHRF2	TRUE
KDM4C	TRUE
TMEM261	TRUE
PTPRD-AS2	TRUE
LURAP1L-AS1	TRUE
MPDZ	TRUE
NFIB	TRUE
ZDHHC21	TRUE
LOC389705	TRUE
TTC39B	TRUE
SNAPC3	TRUE
PSIP1	TRUE
CCDC171	TRUE
RRAGA	TRUE
HAUS6	TRUE
PLIN2	TRUE
DENND4C	TRUE
RPS6	TRUE
ACER2	TRUE
FOCAD-AS1	TRUE
CAAP1	TRUE
PLAA	TRUE
IFT74-AS1	TRUE
IFT74	TRUE
MOB3B	TRUE
C9orf72	TRUE
ACO1	TRUE
DDX58	TRUE
TOPORS-AS1	TRUE
TOPORS	TRUE
NDUFB6	TRUE
APTX	TRUE
DNAJA1	TRUE
SMU1	TRUE
B4GALT1-AS1	TRUE
B4GALT1	TRUE
SPINK4	TRUE
BAG1	TRUE
CHMP5	TRUE
NFX1	TRUE
AQP3	TRUE
NOL6	TRUE
SUGT1P1	TRUE
ANKRD18B	TRUE
ANXA2P2	TRUE
PTENP1-AS	TRUE
PTENP1	TRUE
UBE2R2	TRUE
UBAP2	TRUE
DCAF12	TRUE
UBAP1	TRUE
KIF24	TRUE
NUDT2	TRUE
KIAA1161	TRUE
FAM219A	TRUE
DNAI1	TRUE
ENHO	TRUE
RPP25L	TRUE
DCTN3	TRUE
SIGMAR1	TRUE
GALT	TRUE
IL11RA	TRUE
CCL27	TRUE
LOC730098	TRUE
DNAJB5-AS1	TRUE
DNAJB5	TRUE
C9orf131	TRUE
VCP	TRUE
FANCG	TRUE
PIGO	TRUE
STOML2	TRUE
FAM214B	TRUE
UNC13B	TRUE
ATP8B5P	TRUE
RUSC2	TRUE
FAM166B	TRUE
TESK1	TRUE
LOC101926948	TRUE
CCDC107	TRUE
ARHGEF39	TRUE
CA9	TRUE
TPM2	TRUE
CREB3	TRUE
TLN1	TRUE
GBA2	TRUE
RGP1	TRUE
MSMP	TRUE
SPAG8	TRUE
HINT2	TRUE
FAM221B	TRUE
TMEM8B	TRUE
HRCT1	TRUE
RECK	TRUE
GLIPR2	TRUE
CLTA	TRUE
GNE	TRUE
RNF38	TRUE
MELK	TRUE
EBLN3P	TRUE
ZCCHC7	TRUE
GRHPR	TRUE
ZBTB5	TRUE
POLR1E	TRUE
FBXO10	TRUE
TOMM5	TRUE
TRMT10B	TRUE
EXOSC3	TRUE
DCAF10	TRUE
SLC25A51	TRUE
SHB	TRUE
ALDH1B1	TRUE
GLIDR	TRUE
LOC102725126	TRUE
FRG1HP	TRUE
FRG1JP	TRUE
PIP5K1B	TRUE
FAM122A	TRUE
LOC101927069	TRUE
FXN	TRUE
TJP2	TRUE
PTAR1	TRUE
C9orf135-AS1	TRUE
C9orf135	TRUE
SMC5-AS1	TRUE
SMC5	TRUE
KLF9	TRUE
TMEM2	TRUE
ABHD17B	TRUE
C9orf85	TRUE
LINC01504	TRUE
ZFAND5	TRUE
ALDH1A1	TRUE
ANXA1	TRUE
C9orf40	TRUE
C9orf41-AS1	TRUE
CARNMT1	TRUE
NMRK1	TRUE
OSTF1	TRUE
RFK	TRUE
GCNT1	TRUE
VPS13A	TRUE
VPS13A-AS1	TRUE
GNAQ	TRUE
CEP78	TRUE
PSAT1	TRUE
TLE4	TRUE
IDNK	TRUE
LOC105376114	TRUE
UBQLN1	TRUE
GKAP1	TRUE
KIF27	TRUE
C9orf64	TRUE
HNRNPK	TRUE
RMI1	TRUE
AGTPBP1	TRUE
LOC389765	TRUE
NAA35	TRUE
LOC101927623	TRUE
ISCA1	TRUE
ZCCHC6	TRUE
C9orf170	TRUE
DAPK1	TRUE
CTSL	TRUE
CDK20	TRUE
SPIN1	TRUE
CKS2	TRUE
SECISBP2	TRUE
SYK	TRUE
LINC00484	TRUE
AUH	TRUE
NFIL3	TRUE
ROR2	TRUE
SPTLC1	TRUE
IARS	TRUE
CENPP	TRUE
NOL8	TRUE
LOC100128361	TRUE
IPPK	TRUE
BICD2	TRUE
ZNF484	TRUE
SUSD3	TRUE
CARD19	TRUE
NINJ1	TRUE
FAM120AOS	TRUE
FAM120A	TRUE
PHF2	TRUE
PTPDC1	TRUE
ZNF169	TRUE
LOC100132077	TRUE
MFSD14B	TRUE
PCAT7	TRUE
C9orf3	TRUE
FANCC	TRUE
LOC100507346	TRUE
PTCH1	TRUE
ERCC6L2	TRUE
LINC00476	TRUE
SLC35D2	TRUE
ZNF367	TRUE
HABP4	TRUE
CDC14B	TRUE
AAED1	TRUE
ZNF510	TRUE
ZNF782	TRUE
MFSD14C	TRUE
CTSV	TRUE
LOC100499484	TRUE
LOC100499484-C9ORF174	TRUE
ANKRD18CP	TRUE
CCDC180	TRUE
LOC286359	TRUE
TDRD7	TRUE
TMOD1	TRUE
NCBP1	TRUE
TSTD2	TRUE
XPA	TRUE
TRMO	TRUE
HEMGN	TRUE
ANP32B	TRUE
NANS	TRUE
TRIM14	TRUE
TBC1D2	TRUE
GABBR2	TRUE
ANKS6	TRUE
GALNT12	TRUE
COL15A1	TRUE
TGFBR1	TRUE
ALG2	TRUE
SEC61B	TRUE
LOC101928438	TRUE
NR4A3	TRUE
STX17-AS1	TRUE
STX17	TRUE
ERP44	TRUE
INVS	TRUE
TEX10	TRUE
MSANTD3	TRUE
TMEFF1	TRUE
MRPL50	TRUE
ZNF189	TRUE
TMEM246	TRUE
RNF20	TRUE
SMC2-AS1	TRUE
SMC2	TRUE
NIPSNAP3A	TRUE
NIPSNAP3B	TRUE
ABCA1	TRUE
SLC44A1	TRUE
FSD1L	TRUE
FKTN	TRUE
TMEM38B	TRUE
RAD23B	TRUE
KLF4	TRUE
IKBKAP	TRUE
FAM206A	TRUE
CTNNAL1	TRUE
TMEM245	TRUE
EPB41L4B	TRUE
TXN	TRUE
KIAA0368	TRUE
ZNF483	TRUE
DNAJC25	TRUE
DNAJC25-GNG10	TRUE
GNG10	TRUE
UGCG	TRUE
SUSD1	TRUE
PTBP3	TRUE
HSDL2	TRUE
KIAA1958	TRUE
INIP	TRUE
SNX30	TRUE
ZNF883	TRUE
ZFP37	TRUE
FAM225B	TRUE
SLC31A2	TRUE
FKBP15	TRUE
SLC31A1	TRUE
CDC26	TRUE
PRPF4	TRUE
WDR31	TRUE
HDHD3	TRUE
ALAD	TRUE
C9orf43	TRUE
POLE3	TRUE
RGS3	TRUE
ZNF618	TRUE
AMBP	TRUE
KIF12	TRUE
WHRN	TRUE
ATP6V1G1	TRUE
TMEM268	TRUE
LOC100505478	TRUE
ASTN2	TRUE
TRIM32	TRUE
CDK5RAP2	TRUE
MEGF9	TRUE
FBXW2	TRUE
LOC100288842	TRUE
PSMD5	TRUE
PSMD5-AS1	TRUE
PHF19	TRUE
TRAF1	TRUE
CNTRL	TRUE
RAB14	TRUE
GSN	TRUE
GSN-AS1	TRUE
STOM	TRUE
TTLL11	TRUE
NDUFA8	TRUE
MORN5	TRUE
MRRF	TRUE
RBM18	TRUE
PTGS1	TRUE
OR1L8	TRUE
PDCL	TRUE
RC3H2	TRUE
ZBTB6	TRUE
ZBTB26	TRUE
RABGAP1	TRUE
MIR600HG	TRUE
STRBP	TRUE
CRB2	TRUE
DENND1A	TRUE
NEK6	TRUE
PSMB7	TRUE
MIR181A2HG	TRUE
NR6A1	TRUE
WDR38	TRUE
RPL35	TRUE
ARPC5L	TRUE
GOLGA1	TRUE
SCAI	TRUE
PPP6C	TRUE
LOC105376271	TRUE
RABEPK	TRUE
HSPA5	TRUE
GAPVD1	TRUE
MAPKAP1	TRUE
LOC51145	TRUE
PBX3	TRUE
ZBTB43	TRUE
ZBTB34	TRUE
RALGPS1	TRUE
ANGPTL2	TRUE
SLC2A8	TRUE
ZNF79	TRUE
RPL12	TRUE
LRSAM1	TRUE
FAM129B	TRUE
STXBP1	TRUE
PTRH1	TRUE
TTC16	TRUE
TOR2A	TRUE
SH2D3C	TRUE
CDK9	TRUE
FPGS	TRUE
ENG	TRUE
AK1	TRUE
ST6GALNAC6	TRUE
ST6GALNAC4	TRUE
PIP5KL1	TRUE
DPM2	TRUE
NAIF1	TRUE
SLC25A25	TRUE
PTGES2	TRUE
PTGES2-AS1	TRUE
LCN2	TRUE
C9orf16	TRUE
CIZ1	TRUE
DNM1	TRUE
GOLGA2	TRUE
SWI5	TRUE
COQ4	TRUE
TRUB2	TRUE
SLC27A4	TRUE
URM1	TRUE
CERCAM	TRUE
ODF2	TRUE
GLE1	TRUE
SPTAN1	TRUE
WDR34	TRUE
SET	TRUE
PKN3	TRUE
ZDHHC12	TRUE
LOC100506100	TRUE
ZER1	TRUE
TBC1D13	TRUE
ENDOG	TRUE
SPOUT1	TRUE
KYAT1	TRUE
LRRC8A	TRUE
PHYHD1	TRUE
NUP188	TRUE
DOLK	TRUE
SH3GLB2	TRUE
MIGA2	TRUE
DOLPP1	TRUE
CRAT	TRUE
PTPA	TRUE
IER5L	TRUE
C9orf106	TRUE
LINC01503	TRUE
LINC00963	TRUE
C9orf50	TRUE
NTMT1	TRUE
ASB6	TRUE
PTGES	TRUE
TOR1B	TRUE
TOR1A	TRUE
C9orf78	TRUE
USP20	TRUE
GPR107	TRUE
NCS1	TRUE
LOC100272217	TRUE
FUBP3	TRUE
EXOSC2	TRUE
ABL1	TRUE
QRFP	TRUE
FIBCD1	TRUE
LAMC3	TRUE
AIF1L	TRUE
NUP214	TRUE
FAM78A	TRUE
PLPP7	TRUE
POMT1	TRUE
UCK1	TRUE
MED27	TRUE
SETX	TRUE
TTF1	TRUE
CFAP77	TRUE
BARHL1	TRUE
GTF3C4	TRUE
DDX31	TRUE
AK8	TRUE
SPACA9	TRUE
TSC1	TRUE
GFI1B	TRUE
LOC105376306	TRUE
GTF3C5	TRUE
RALGDS	TRUE
GBGT1	TRUE
ABO	TRUE
SURF6	TRUE
MED22	TRUE
RPL7A	TRUE
SURF1	TRUE
SURF2	TRUE
SURF4	TRUE
STKLD1	TRUE
REXO4	TRUE
ADAMTS13	TRUE
CACFD1	TRUE
SLC2A6	TRUE
ADAMTSL2	TRUE
VAV2	TRUE
LINC00094	TRUE
BRD3	TRUE
WDR5	TRUE
RXRA	TRUE
LOC101448202	TRUE
C9orf62	TRUE
PPP1R26-AS1	TRUE
PPP1R26	TRUE
C9orf116	TRUE
MRPS2	TRUE
LOC101928525	TRUE
KCNT1	TRUE
CAMSAP1	TRUE
UBAC1	TRUE
NACC2	TRUE
C9orf69	TRUE
QSOX2	TRUE
DKFZP434A062	TRUE
GPSM1	TRUE
DNLZ	TRUE
CARD9	TRUE
PMPCA	TRUE
SDCCAG3	TRUE
INPP5E	TRUE
SEC16A	TRUE
C9orf163	TRUE
NOTCH1	TRUE
NALT1	TRUE
LINC01451	TRUE
HSPC324	TRUE
EGFL7	TRUE
AGPAT2	TRUE
FAM69B	TRUE
SNHG7	TRUE
LCN10	TRUE
LOC100128593	TRUE
LCN8	TRUE
TMEM141	TRUE
CCDC183	TRUE
RABL6	TRUE
CCDC183-AS1	TRUE
PHPT1	TRUE
MAMDC4	TRUE
EDF1	TRUE
TRAF2	TRUE
FBXW5	TRUE
C8G	TRUE
C9orf142	TRUE
CLIC3	TRUE
C9orf139	TRUE
ABCA2	TRUE
FUT7	TRUE
SAPCD2	TRUE
UAP1L1	TRUE
MAN1B1-AS1	TRUE
MAN1B1	TRUE
DPP7	TRUE
SSNA1	TRUE
ANAPC2	TRUE
TPRN	TRUE
TMEM203	TRUE
NDOR1	TRUE
CYSRT1	TRUE
RNF224	TRUE
SLC34A3	TRUE
TUBB4B	TRUE
STPG3-AS1	TRUE
NELFB	TRUE
TOR4A	TRUE
NRARP	TRUE
EXD3	TRUE
NOXA1	TRUE
NSMF	TRUE
PNPLA7	TRUE
MRPL41	TRUE
DPH7	TRUE
ZMYND19	TRUE
ARRDC1	TRUE
ARRDC1-AS1	TRUE
EHMT1	TRUE
EHMT1-IT1	TRUE
POLR3K	TRUE
SNRNP25	TRUE
RHBDF1	TRUE
MPG	TRUE
NPRL3	TRUE
HBZ	TRUE
HBM	TRUE
HBA1	TRUE
HBQ1	TRUE
LUC7L	TRUE
FAM234A	TRUE
AXIN1	TRUE
MRPL28	TRUE
TMEM8A	TRUE
LOC100134368	TRUE
NME4	TRUE
DECR2	TRUE
RAB11FIP3	TRUE
LINC00235	TRUE
CAPN15	TRUE
NHLRC4	TRUE
PIGQ	TRUE
RAB40C	TRUE
WFIKKN1	TRUE
METTL26	TRUE
MCRIP2	TRUE
RHOT2	TRUE
RHBDL1	TRUE
LOC105371184	TRUE
STUB1	TRUE
JMJD8	TRUE
WDR24	TRUE
FBXL16	TRUE
METRN	TRUE
FAM173A	TRUE
CCDC78	TRUE
HAGHL	TRUE
NARFL	TRUE
RPUSD1	TRUE
CHTF18	TRUE
GNG13	TRUE
LMF1	TRUE
SOX8	TRUE
UBE2I	TRUE
BAIAP3	TRUE
TSR3	TRUE
GNPTG	TRUE
UNKL	TRUE
C16orf91	TRUE
CLCN7	TRUE
TELO2	TRUE
IFT140	TRUE
CRAMP1	TRUE
HN1L	TRUE
MAPK8IP3	TRUE
NME3	TRUE
MRPS34	TRUE
EME2	TRUE
SPSB3	TRUE
NUBP2	TRUE
HAGH	TRUE
FAHD1	TRUE
MEIOB	TRUE
LINC00254	TRUE
MSRB1	TRUE
NDUFB10	TRUE
RPS2	TRUE
SNHG9	TRUE
TBL3	TRUE
NOXO1	TRUE
GFER	TRUE
SYNGR3	TRUE
ZNF598	TRUE
NPW	TRUE
SLC9A3R2	TRUE
NTHL1	TRUE
TSC2	TRUE
RAB26	TRUE
SNHG19	TRUE
TRAF7	TRUE
MLST8	TRUE
BRICD5	TRUE
PGP	TRUE
E4F1	TRUE
ECI1	TRUE
RNPS1	TRUE
LOC106660606	TRUE
ABCA3	TRUE
ABCA17P	TRUE
CCNF	TRUE
C16orf59	TRUE
NTN3	TRUE
TBC1D24	TRUE
ATP6V0C	TRUE
AMDHD2	TRUE
CEMP1	TRUE
PDPK1	TRUE
LOC652276	TRUE
ERVK13-1	TRUE
KCTD5	TRUE
PRSS27	TRUE
SRRM2-AS1	TRUE
SRRM2	TRUE
ELOB	TRUE
PRSS21	TRUE
PRSS30P	TRUE
PRSS22	TRUE
FLYWCH2	TRUE
FLYWCH1	TRUE
KREMEN2	TRUE
PAQR4	TRUE
PKMYT1	TRUE
CLDN9	TRUE
CLDN6	TRUE
TNFRSF12A	TRUE
THOC6	TRUE
HCFC1R1	TRUE
LOC100128770	TRUE
MMP25-AS1	TRUE
ZSCAN10	TRUE
ZNF205	TRUE
ZNF205-AS1	TRUE
ZNF213-AS1	TRUE
ZNF213	TRUE
ZNF200	TRUE
LINC00921	TRUE
ZNF263	TRUE
TIGD7	TRUE
ZNF75A	TRUE
OR2C1	TRUE
ZSCAN32	TRUE
ZNF174	TRUE
ZNF597	TRUE
NAA60	TRUE
CLUAP1	TRUE
SLX4	TRUE
DNASE1	TRUE
TRAP1	TRUE
CREBBP	TRUE
LOC102724927	TRUE
SRL	TRUE
LINC01569	TRUE
TFAP4	TRUE
GLIS2-AS1	TRUE
GLIS2	TRUE
PAM16	TRUE
VASN	TRUE
CORO7-PAM16	TRUE
CORO7	TRUE
DNAJA3	TRUE
NMRAL1	TRUE
HMOX2	TRUE
C16orf96	TRUE
UBALD1	TRUE
MGRN1	TRUE
NUDT16L1	TRUE
C16orf71	TRUE
ANKS3	TRUE
ZNF500	TRUE
SEPT12	TRUE
ROGDI	TRUE
GLYR1	TRUE
UBN1	TRUE
PPL	TRUE
SEC14L5	TRUE
NAGPA-AS1	TRUE
NAGPA	TRUE
ALG1	TRUE
EEF2KMT	TRUE
LINC01570	TRUE
METTL22	TRUE
TMEM186	TRUE
PMM2	TRUE
CARHSP1	TRUE
USP7	TRUE
C16orf72	TRUE
ATF7IP2	TRUE
EMP2	TRUE
TEKT5	TRUE
NUBP1	TRUE
TVP23A	TRUE
DEXI	TRUE
CLEC16A	TRUE
SOCS1	TRUE
LOC105371083	TRUE
RMI2	TRUE
LITAF	TRUE
SNN	TRUE
TXNDC11	TRUE
ZC3H7A	TRUE
BCAR4	TRUE
RSL1D1	TRUE
GSPT1	TRUE
TNFRSF17	TRUE
SNX29	TRUE
CPPED1	TRUE
ERCC4	TRUE
MKL2	TRUE
MIR193BHG	TRUE
PARN	TRUE
BFAR	TRUE
PDXDC1	TRUE
NTAN1	TRUE
RRN3	TRUE
LOC100505915	TRUE
KIAA0430	TRUE
NDE1	TRUE
FOPNL	TRUE
ABCC1	TRUE
LOC102723692	TRUE
RPS15A	TRUE
ARL6IP1	TRUE
SMG1	TRUE
TMC7	TRUE
COQ7	TRUE
LOC102723385	TRUE
ITPRIPL2	TRUE
GDE1	TRUE
CCP110	TRUE
C16orf62	TRUE
IQCK	TRUE
KNOP1	TRUE
GPRC5B	TRUE
ACSM1	TRUE
THUMPD1	TRUE
ACSM3	TRUE
LOC81691	TRUE
ERI2	TRUE
DCUN1D3	TRUE
LYRM1	TRUE
TMEM159	TRUE
DNAH3	TRUE
ANKS4B	TRUE
CRYM-AS1	TRUE
CRYM	TRUE
SMG1P3	TRUE
SLC7A5P2	TRUE
LOC101927814	TRUE
METTL9	TRUE
UQCRC2	TRUE
PDZD9	TRUE
C16orf52	TRUE
EEF2K	TRUE
POLR3E	TRUE
CDR2	TRUE
MFSD13B	TRUE
SMG1P1	TRUE
RRN3P3	TRUE
USP31	TRUE
SCNN1G	TRUE
COG7	TRUE
GGA2	TRUE
EARS2	TRUE
UBFD1	TRUE
NDUFAB1	TRUE
PALB2	TRUE
DCTN5	TRUE
PLK1	TRUE
CHP2	TRUE
PRKCB	TRUE
RBBP6	TRUE
TNRC6A	TRUE
ARHGAP17	TRUE
LOC554206	TRUE
LINC02175	TRUE
LCMT1-AS1	TRUE
LCMT1	TRUE
ZKSCAN2	TRUE
KDM8	TRUE
FLJ21408	TRUE
NSMCE1	TRUE
IL4R	TRUE
GTF3C1	TRUE
KIAA0556	TRUE
XPO6	TRUE
SBK1	TRUE
CLN3	TRUE
APOBR	TRUE
NUPR1	TRUE
SGF29	TRUE
SULT1A2	TRUE
SULT1A1	TRUE
ATXN2L	TRUE
TUFM	TRUE
SH2B1	TRUE
ATP2A1	TRUE
ATP2A1-AS1	TRUE
RABEP2	TRUE
NFATC2IP	TRUE
SPNS1	TRUE
SMG1P2	TRUE
SPN	TRUE
QPRT	TRUE
KIF22	TRUE
MAZ	TRUE
PRRT2	TRUE
PAGR1	TRUE
MVP	TRUE
CDIPT	TRUE
CDIPT-AS1	TRUE
KCTD13	TRUE
TMEM219	TRUE
TAOK2	TRUE
HIRIP3	TRUE
INO80E	TRUE
ALDOA	TRUE
PPP4C	TRUE
TBX6	TRUE
YPEL3	TRUE
LOC101928595	TRUE
GDPD3	TRUE
MAPK3	TRUE
CORO1A	TRUE
SMG1P5	TRUE
CD2BP2	TRUE
TBC1D10B	TRUE
SEPT1	TRUE
ZNF48	TRUE
ZNF771	TRUE
DCTPP1	TRUE
SEPHS2	TRUE
ZNF768	TRUE
ZNF747	TRUE
ZNF764	TRUE
ZNF688	TRUE
ZNF785	TRUE
ZNF689	TRUE
PRR14	TRUE
FBRS	TRUE
LOC730183	TRUE
SRCAP	TRUE
TMEM265	TRUE
PHKG2	TRUE
RNF40	TRUE
CCDC189	TRUE
ZNF629	TRUE
MIR762HG	TRUE
BCL7C	TRUE
CTF1	TRUE
FBXL19-AS1	TRUE
FBXL19	TRUE
ORAI3	TRUE
SETD1A	TRUE
HSD3B7	TRUE
STX4	TRUE
ZNF646	TRUE
PRSS53	TRUE
VKORC1	TRUE
BCKDK	TRUE
KAT8	TRUE
PRSS8	TRUE
FUS	TRUE
PYCARD-AS1	TRUE
PYCARD	TRUE
PYDC1	TRUE
ITGAX	TRUE
ZNF843	TRUE
ARMC5	TRUE
TGFB1I1	TRUE
C16orf58	TRUE
AHSP	TRUE
CLUHP3	TRUE
ZNF720	TRUE
ZNF267	TRUE
TP53TG3HP	TRUE
SHCBP1	TRUE
VPS35	TRUE
ORC6	TRUE
MYLK3	TRUE
C16orf87	TRUE
GPT2	TRUE
DNAJA2	TRUE
NETO2	TRUE
ITFG1-AS1	TRUE
ITFG1	TRUE
PHKB	TRUE
LONP2	TRUE
SIAH1	TRUE
N4BP1	TRUE
CBLN1	TRUE
CNEP1R1	TRUE
HEATR3	TRUE
PAPD5	TRUE
BRD7	TRUE
NOD2	TRUE
CYLD	TRUE
LINC01571	TRUE
LOC105371267	TRUE
CHD9	TRUE
RBL2	TRUE
AKTIP	TRUE
RPGRIP1L	TRUE
FTO	TRUE
LINC02140	TRUE
CRNDE	TRUE
IRX5	TRUE
CAPNS2	TRUE
AMFR	TRUE
NUDT21	TRUE
OGFOD1	TRUE
BBS2	TRUE
MT2A	TRUE
MT1DP	TRUE
MT1X	TRUE
NUP93	TRUE
HERPUD1	TRUE
CETP	TRUE
CPNE2	TRUE
FAM192A	TRUE
RSPRY1	TRUE
ARL2BP	TRUE
PLLP	TRUE
CCL22	TRUE
COQ9	TRUE
CIAPIN1	TRUE
POLR2C	TRUE
DOK4	TRUE
CCDC102A	TRUE
ADGRG5	TRUE
ADGRG3	TRUE
DRC7	TRUE
KATNB1	TRUE
LOC388282	TRUE
TEPP	TRUE
ZNF319	TRUE
USB1	TRUE
MMP15	TRUE
CFAP20	TRUE
CSNK2A2	TRUE
CCDC113	TRUE
GINS3	TRUE
SETD6	TRUE
CNOT1	TRUE
SLC38A7	TRUE
GOT2	TRUE
CDH5	TRUE
LINC00920	TRUE
